b,r,c
"(:Blog {path: /blogs/news-and-events/national-startup-award-2025-how-memeraki-is-scaling-indian-heritage-through-culture-tech, title: National Startup Award 2025: How MeMeraki Is Scaling Indian Heritage Through Culture-Tech})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/songs-of-the-forest-a-gond-narrative, title: Songs of the Forest: A Gond Narrative})"
"(:Blog {path: /blogs/posts/block-printing-the-rarity-of-fabrics-made-by-hand, title: Block Printing: The Rarity of Fabrics Made by Hand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/diwali-paintings, title: Find the Perfect Diwali Gifts: Diwali  Decorations and Paintings})"
"(:Blog {path: /blogs/posts/arts-and-crafts-of-gujarat, title: Arts and Crafts of Gujarat})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/diwali-paintings, title: Find the Perfect Diwali Gifts: Diwali  Decorations and Paintings})"
"(:Blog {path: /blogs/posts/persian-influence-on-mughal-miniature-paintings, title: From Persia to India: The Historical Fusion in Mughal Miniature Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/avinash-karn, title: Avinash Karn})"
"(:Blog {path: /blogs/posts/mughal-miniatures, title: Mughal Miniatures})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/swarna-chitrakar, title: Swarna Chitrakar})"
"(:Blog {path: /blogs/posts/how-to-start-a-personal-collection-of-indian-folk-paintings, title: How to Start a Personal Collection of Indian Folk Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/swarna-chitrakar, title: Swarna Chitrakar})"
"(:Blog {path: /blogs/posts/festivals-through-art, title: Festivals Through Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/crafts-of-holi-indias-festive-artistry, title: Crafts of Holi: India's Festive Artistry})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/molela-village-a-hidden-gem-of-traditional-crafts, title: Molela Village: A Hidden Gem of Traditional Crafts})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/nathdwara-the-city-of-lord-krishna, title: Nathdwara: The City of Lord Krishna})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/the-evolution-of-thanjavur-paintings-a-cultural-synthesis-of-indian-art-and-heritage, title: The Evolution of Thanjavur Paintings: Unraveling the Influences that Shaped Them})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/the-art-of-home-decor-why-you-should-embrace-pichwai-art, title: The Art of Home Decor: Why you should embrace Pichwai Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/shreenathji-temple-architecture-first-impressions, title: Shreenathji Temple Architecture: First Impressions})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/art-guides/how-to-pick-your-first-traditional-indian-artwork, title: How to Pick Your First Traditional Indian Artwork})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/odisha-paper-mache, title: Odisha Paper Mache Masks})"
"(:Blog {path: /blogs/posts/the-evolution-of-motifs-from-ancient-symbols-to-modern-interpretation-in-indian-art, title: The Evolution of Motifs: From Ancient Symbols to Modern Interpretation in Indian Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/weaves-of-india, title: Weaves of India})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/aipan-art-the-uttaranchal-legacy, title: Aipan Art: A Treasured Legacy of Uttarakhand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/development-of-indian-miniature-paintings-of-the-rajput-style, title: Development of Indian miniature paintings of the Rajput style})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/exploring-the-different-styles-of-kalamkari-art, title: Exploring the Different Styles of Kalamkari Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/themes-and-symbolism-in-kalamkari-art-a-cultural-and-historical-perspective, title: Themes and Symbolism in Kalamkari Art: A Cultural and Historical Perspective})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/the-mud-work-of-kutch-lippan, title: The Mud Work of Kutch: Lippan Kaam})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/the-pioneering-women-artists-of-bhil-art, title: The Pioneering Women of Bhil Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sai-kiran-dhanalakota, title: Sai Kiran Dhanalakota})"
"(:Blog {path: /blogs/posts/block-printing-the-rarity-of-fabrics-made-by-hand, title: Block Printing: The Rarity of Fabrics Made by Hand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/the-city-of-barmer-all-you-need-to-know, title: The City of Barmer: All You Need To Know})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/hampi-the-enigmatic-marvel-of-india, title: HAMPI:  THE ENIGMATIC MARVEL OF INDIA})",[:RELATED_COLLECTION {overlap: 5}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/how-is-diwali-celebrated-in-indian-states, title: The Kaleidoscope of Diwali: Celebrations from North to South, East to West})",[:RELATED_COLLECTION {overlap: 5}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/a-brief-history-of-kishangarh-school-of-miniature-paintings, title: A Brief History of Kishangarh School of Miniature Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/seeking-meanings-reading-symbolic-motifs-in-mandana, title: Seeking Meanings: Reading Symbolic Motifs in Mandana})",[:RELATED_COLLECTION {overlap: 10}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/how-to-start-a-personal-collection-of-indian-folk-paintings, title: How to Start a Personal Collection of Indian Folk Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/geeta-bariya, title: Geeta Bariya})"
"(:Blog {path: /blogs/posts/the-moonscape-of-kishangarh, title: The Moonscape of Kishangarh})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/who-are-the-bhils, title: Who are the Bhils?})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/difference-between-folk-art-and-tribal-art-a-clear-visual-guide, title: Difference Between Folk Art and Tribal Art: A Clear Visual Guide})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/study-of-sohrai-and-kohvar-art-of-jharkhand-india-in-comparison-with-dogon-rock-paintings-of-mali-africa, title: Study of Sohrai and Kohvar art of Jharkhand, India in comparison with Dogon rock paintings of Mali, Africa})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/mughal-miniatures, title: Mughal Miniatures})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/the-currency-of-craft-how-handicrafts-survive-capitalism, title: The Currency of Craft: How Handicrafts Survive Capitalism})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/why-imperfection-is-important-in-folk-art, title: Why Imperfection is Important in Folk Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/how-to-start-a-personal-collection-of-indian-folk-paintings, title: How to Start a Personal Collection of Indian Folk Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/reflections-of-the-self-what-your-favorite-indian-art-style-reveals-about-you, title: Reflections of the Self: What Your Favorite Indian Art Style Reveals About You})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/sudheer, title: Sudheer})"
"(:Blog {path: /blogs/posts/understanding-the-symbolism-of-motifs-in-madhubani-art, title: Understanding the Symbolism of Motifs in Madhubani Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/kurumba, title: Kurumba})"
"(:Blog {path: /blogs/posts/the-pioneering-women-artists-of-bhil-art, title: The Pioneering Women of Bhil Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/kurumba, title: Kurumba})"
"(:Blog {path: /blogs/posts/symbolism-in-indian-tribal-art-forms, title: Symbolism In Indian Tribal Art Forms})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/artwork-of-jharkhand, title: Authentic folk art collection of Jharkhand})"
"(:Blog {path: /blogs/posts/art-and-craft-map-of-rajasthan, title: Art and Craft Map of Rajasthan})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/artwork-of-jharkhand, title: Authentic folk art collection of Jharkhand})"
"(:Blog {path: /blogs/posts/signature-patterns-in-gond-art, title: Signature Patterns in Gond Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/artwork-of-jharkhand, title: Authentic folk art collection of Jharkhand})"
"(:Blog {path: /blogs/posts/15-inspiring-lakshmi-and-ganesha-painting-ideas-for-diwali, title: 15 inspiring Lakshmi and Ganesha painting ideas for Diwali})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/acrylic-paintings-traditional-modern-indian-expressions, title: Acrylic Paintings – Traditional & Modern Indian Expressions})"
"(:Blog {path: /blogs/posts/symbolism-of-elephants-in-indian-arts, title: Symbolism of Elephants in Indian Arts})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/acrylic-paintings-traditional-modern-indian-expressions, title: Acrylic Paintings – Traditional & Modern Indian Expressions})"
"(:Blog {path: /blogs/posts/hands-that-speak-understanding-mudras-in-indian-art, title: Hands That Speak: Understanding Mudras in Indian art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/acrylic-paintings-traditional-modern-indian-expressions, title: Acrylic Paintings – Traditional & Modern Indian Expressions})"
"(:Blog {path: /blogs/posts/the-evolution-of-motifs-from-ancient-symbols-to-modern-interpretation-in-indian-art, title: The Evolution of Motifs: From Ancient Symbols to Modern Interpretation in Indian Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/puppet-traditions-of-india, title: Puppet Traditions of India})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/storytelling-through-indian-tribal-and-folk-arts, title: Storytelling through Indian Tribal and Folk Arts})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/aipan-art-the-uttaranchal-legacy, title: Aipan Art: A Treasured Legacy of Uttarakhand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/development-of-indian-miniature-paintings-of-the-rajput-style, title: Development of Indian miniature paintings of the Rajput style})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/love-and-romance-in-indian-miniature-paintings, title: Love and Romance in Indian Miniature Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/themes-and-symbolism-in-kalamkari-art-a-cultural-and-historical-perspective, title: Themes and Symbolism in Kalamkari Art: A Cultural and Historical Perspective})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/get-your-diy-on-5-indian-crafts-to-cure-boredom, title: Get Your DIY On: 5 Indian Crafts to Cure Boredom})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/kantha-the-embroidered-threads-of-bengal, title: Kantha – the embroidered threads of Bengal})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/wedding-gift-ideas-inspired-by-traditional-indian-art, title: Wedding Gift Ideas Inspired by Traditional Indian Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/a-traveller-s-guide-to-ayodhya, title: A traveller’s guide to Ayodhya})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/art-of-mysore-ganjifa-traditional-card-game-of-india, title: Art of Mysore Ganjifa: Traditional Card Game of India})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/bhil-art, title: Bhil Art- Uniqueness in Simplicity.})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/storytelling-in-tribal-and-folk-art-forms, title: Storytelling in Tribal and Folk Art Forms})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/decoding-the-hidden-symbolism-in-chamba-rumal-embroidery, title: Decoding the Hidden Symbolism in Chamba Rumal Embroidery})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/the-pioneering-women-artists-of-bhil-art, title: The Pioneering Women of Bhil Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/celebrating-shiv-parvati-a-journey-through-indian-art-traditions, title: Celebrating Shiv-Parvati: A Journey Through Indian Art Traditions})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/chitrakathi, title: Chitrakathi})"
"(:Blog {path: /blogs/posts/kashidakari-a-tale-of-two-states, title: Kashidakari – A tale of two states})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/madhubani-paintings-an-enduring-legacy-of-mithila, title: MADHUBANI PAINTINGS: AN ENDURING LEGACY OF MITHILA})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/symbolism-in-indian-tribal-art-forms, title: Symbolism In Indian Tribal Art Forms})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/wedding-gift-ideas-inspired-by-traditional-indian-art, title: Wedding Gift Ideas Inspired by Traditional Indian Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/majuli-mask-painting, title: Majuli Mask Painting})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/the-art-of-kantha, title: The Art of Kantha})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/signature-patterns-in-gond-art, title: Signature Patterns in Gond Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/ghazipur-wall-hanging, title: Ghazipur Wall Hanging})"
"(:Blog {path: /blogs/posts/symbolism-in-indian-tribal-art-forms, title: Symbolism In Indian Tribal Art Forms})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/Kailash-pradhan, title: Kailash Pradhan})"
"(:Blog {path: /blogs/posts/signature-patterns-in-gond-art, title: Signature Patterns in Gond Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/Kailash-pradhan, title: Kailash Pradhan})"
"(:Blog {path: /blogs/posts/the-evolution-of-gond-painting-from-walls-to-paper, title: The Evolution of Gond Painting From Walls to Paper})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/Kailash-pradhan, title: Kailash Pradhan})"
"(:Blog {path: /blogs/posts/decor-ideas-for-infusing-your-childrens-room-with-indigenous-art-and-10-ways-this-will-help-them, title: Decor ideas for infusing your children's room with indigenous art and 10 ways this will help them!})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/Kailash-pradhan, title: Kailash Pradhan})"
"(:Blog {path: /blogs/posts/block-printing-the-rarity-of-fabrics-made-by-hand, title: Block Printing: The Rarity of Fabrics Made by Hand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/gond-art-residing-in-the-heart-of-india, title: Gond Art Residing in the Heart of India})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/mapping-indias-folk-music-styles, title: India's Folk Music Styles: A Map})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/the-beautiful-arts-of-bihar-manjusha-tikuli-madhubani, title: The beautiful arts of Bihar - Manjusha, Tikuli & Madhubani})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/the-gond-community-an-overview, title: The Gond Community: An Overview})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/kantha-the-embroidered-threads-of-bengal, title: Kantha – the embroidered threads of Bengal})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/majuli-mask-painting, title: Majuli Mask Painting})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/mughal-miniatures, title: Mughal Miniatures})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/comparative-analysis-of-prehistoric-indian-art-and-tribal-art-from-bhimbetka-to-gond-warli, title: Comparative Analysis of Prehistoric Indian Art and Tribal Art: From Bhimbetka to Gond & Warli})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/bhil-art, title: Bhil Art- Uniqueness in Simplicity.})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/signature-patterns-in-gond-art, title: Signature Patterns in Gond Art})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/seeking-meanings-reading-symbolic-motifs-in-mandana, title: Seeking Meanings: Reading Symbolic Motifs in Mandana})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/art-guides/how-to-pick-your-first-traditional-indian-artwork, title: How to Pick Your First Traditional Indian Artwork})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/how-to-start-a-personal-collection-of-indian-folk-paintings, title: How to Start a Personal Collection of Indian Folk Paintings})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/suresh-waghmare, title: Suresh Waghmare})"
"(:Blog {path: /blogs/posts/themes-and-motifs-of-thanjavur-art, title: Themes and Motifs of Thanjavur Art})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/marodi-craft, title: Marodi Craft})"
"(:Blog {path: /blogs/posts/a-comparative-study-of-mysore-and-tanjore-paintings, title: A Comparative Study of Mysore and Tanjore Paintings})",[:RELATED_COLLECTION {overlap: 5}],"(:Collection {path: /collections/marodi-craft, title: Marodi Craft})"
"(:Blog {path: /blogs/posts/tanjore-paintings-a-beautiful-amalgamation-of-art-and-craft, title: Tanjore paintings, a beautiful amalgamation of art and craft})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/marodi-craft, title: Marodi Craft})"
"(:Blog {path: /blogs/posts/mapping-indias-folk-music-instruments, title: Mapping India's Folk Music Instruments})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/the-process-of-kalamkari-explained, title: The Process of Kalamkari Explained})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/famous-kalamkari-paintings-and-artists, title: Famous Kalamkari Paintings and Artists})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/machilipatnam-kalamkari-the-timeless-art-of-block-printing, title: Machilipatnam Kalamkari: The Timeless Art of Block Printing})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/themes-and-symbolism-in-kalamkari-art-a-cultural-and-historical-perspective, title: Themes and Symbolism in Kalamkari Art: A Cultural and Historical Perspective})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/kalamkari-timeless-artform-of-ancient-india, title: Kalamkari- Timeless artform of ancient India})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/gustav-klimt-and-the-echoes-of-indian-folk-tribal-arts-a-dialogue-across-time, title: Gustav Klimt and the Echoes of Indian Folk & Tribal Arts: A Dialogue Across Time})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/kalamkari-exhibit-2024, title: Triveni Exhibit 2024})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/of-gods-and-trees-kalamkari-art-exhibition-at-triveni-by-memeraki, title: Of Gods and Trees, Kalamkari Art Exhibition at Triveni by MeMeraki})"
"(:Blog {path: /blogs/posts/seeking-meanings-reading-symbolic-motifs-in-mandana, title: Seeking Meanings: Reading Symbolic Motifs in Mandana})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/happy-kumawat, title: Happy Kumawat})"
"(:Blog {path: /blogs/posts/kangra-school-of-pahari-miniature-paintings, title: Kangra School of Pahari Miniature Paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/poonam-katoch, title: Poonam Katoch})"
"(:Blog {path: /blogs/posts/basohli-school-of-pahari-miniature-paintings, title: Basohli School of Pahari Miniature paintings})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/poonam-katoch, title: Poonam Katoch})"
"(:Blog {path: /blogs/posts/molela-terracotta-craft, title: Molela Terracotta: A Rajasthani Craft})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/applique-embroidery, title: Applique Embroidery})"
"(:Blog {path: /blogs/posts/bhil-art, title: Bhil Art- Uniqueness in Simplicity.})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/applique-embroidery, title: Applique Embroidery})"
"(:Blog {path: /blogs/posts/the-art-of-stone-dust, title: The Art of Stone Dust})",[:RELATED_COLLECTION {overlap: 4}],"(:Collection {path: /collections/applique-embroidery, title: Applique Embroidery})"
"(:Blog {path: /blogs/posts/crafting-a-better-future-how-womens-handicrafts-promote-economic-growth-and-gender-equality, title: Crafting a Better Future: How Women's Handicrafts Promote Economic Growth and Gender Equality})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/applique-embroidery, title: Applique Embroidery})"
"(:Blog {path: /blogs/posts/block-printing-the-rarity-of-fabrics-made-by-hand, title: Block Printing: The Rarity of Fabrics Made by Hand})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/aastha-billowria-and-shivakshi-sharma, title: Aastha Billowria and Shivakshi Sharma})"
"(:Blog {path: /blogs/posts/madhubani-paintings-an-enduring-legacy-of-mithila, title: MADHUBANI PAINTINGS: AN ENDURING LEGACY OF MITHILA})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/manjusha, title: Manjusha Paintings and Art Collection})"
"(:Blog {path: /blogs/posts/famous-kalamkari-paintings-and-artists, title: Famous Kalamkari Paintings and Artists})",[:RELATED_COLLECTION {overlap: 3}],"(:Collection {path: /collections/trove-craft-india, title: Trove Craft India})"
